file_name,streetview_id,latitude,longitude,altitude,date,time,distance,heading,streetview,project
GSfile,140,31.6669967,34.5686074,43.089,6/13/2022,11:37:19:264,10.04043595,71.75644238,GS010598_143.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,141,31.6669641,34.5685085,43.196,6/13/2022,11:37:20:254,11.33995103,74.64711428,GS010598_144.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,142,31.6669328,34.5683945,43.263,6/13/2022,11:37:21:299,10.70791916,75.92648695,GS010598_145.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,143,31.6669056,34.568286,43.241,6/13/2022,11:37:22:289,11.34581416,77.05240922,GS010598_146.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,144,31.666879,34.5681703,43.172,6/13/2022,11:37:23:279,12.11089942,77.04943863,GS010598_147.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,145,31.6668506,34.5680468,43.088,6/13/2022,11:37:24:269,11.43678102,77.00897204,GS010598_148.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,146,31.6668237,34.5679302,43.051,6/13/2022,11:37:25:259,11.00564665,77.00165374,GS010598_149.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,147,31.6667978,34.567818,43.168,6/13/2022,11:37:26:304,10.5288372,76.93520605,GS010598_150.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,148,31.6667729,34.5677107,43.228,6/13/2022,11:37:27:294,9.606342783,77.12499844,GS010598_151.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,149,31.6667505,34.5676127,43.225,6/13/2022,11:37:28:284,7.988650264,78.07256429,GS010598_152.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,150,31.6667332,34.5675308,43.04,6/13/2022,11:37:29:274,6.747089593,80.75017855,GS010598_153.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,151,31.6667218,34.5674608,42.983,6/13/2022,11:37:30:319,7.309027778,90.5937174,GS010598_154.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,152,31.6667226,34.5673836,42.897,6/13/2022,11:37:31:309,7.839441936,96.39380361,GS010598_155.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,153,31.6667318,34.5673015,42.726,6/13/2022,11:37:32:299,7.407739029,86.99491354,GS010598_156.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,154,31.6667277,34.5672234,42.743,6/13/2022,11:37:33:289,9.332708956,81.80388871,GS010598_157.jpg,2022_RVGP_Israil_Data_Ph2
GSfile,155,31.6667137,34.5671262,42.778,6/13/2022,11:37:34:279,10.01563655,82.64588261,GS010598_158.jpg,2022_RVGP_Israil_Data_Ph2
