file_name,streetview_id,streetview,date,Time,Date_and_time,Camera_manufacturer_and_model,Camera_manufacturer,latitude,longitude,altitude,GPS_date_time,Track_ID,ID,Distance,Direction,heading
gopro,282,GSAC0373.JPG,2022:08:13,13:19:02,2022:08:13 13:19:02,GoPro GoPro Max,GoPro,28.363298,75.586342,251.32,2022:08:13 7:48:56.00,282,2365,7.123046349,NW,334.8114929
gopro,283,GSAC0374.JPG,2022:08:13,13:19:04,2022:08:13 13:19:04,GoPro GoPro Max,GoPro,28.363356,75.586311,251.69,2022:08:13 7:48:58.00,283,2366,5.721538105,N,7.858975887
gopro,284,GSAC0375.JPG,2022:08:13,13:19:06,2022:08:13 13:19:06,GoPro GoPro Max,GoPro,28.363407,75.586319,251.84,2022:08:13 7:49:0.00,284,2367,6.10328614,NE,58.12591553
gopro,285,GSAC0376.JPG,2022:08:13,13:19:08,2022:08:13 13:19:08,GoPro GoPro Max,GoPro,28.363436,75.586372,252.14,2022:08:13 7:49:2.00,285,2368,5.981850801,E,85.73821259
gopro,286,GSAC0377.JPG,2022:08:13,13:19:10,2022:08:13 13:19:10,GoPro GoPro Max,GoPro,28.36344,75.586433,252.4,2022:08:13 7:49:4.00,286,2369,7.712295919,E,77.51709747
gopro,287,GSAC0378.JPG,2022:08:13,13:19:12,2022:08:13 13:19:12,GoPro GoPro Max,GoPro,28.363455,75.58651,252.59,2022:08:13 7:49:6.00,287,2370,6.728134226,NE,62.45173264
gopro,288,GSAC0379.JPG,2022:08:13,13:19:14,2022:08:13 13:19:14,GoPro GoPro Max,GoPro,28.363483,75.586571,252.84,2022:08:13 7:49:8.00,288,2371,7.730845969,NE,28.73007202
gopro,289,GSAC0380.JPG,2022:08:13,13:19:16,2022:08:13 13:19:16,GoPro GoPro Max,GoPro,28.363544,75.586609,252.97,2022:08:13 7:49:10.00,289,2372,9.785338794,N,17.44626999
gopro,290,GSAC0381.JPG,2022:08:13,13:19:18,2022:08:13 13:19:18,GoPro GoPro Max,GoPro,28.363628,75.586639,253.38,2022:08:13 7:49:12.00,290,2373,11.26631785,NE,31.97037125
gopro,291,GSAC0382.JPG,2022:08:13,13:19:20,2022:08:13 13:19:20,GoPro GoPro Max,GoPro,28.363714,75.5867,253.72,2022:08:13 7:49:14.00,291,2374,9.564889126,NE,44.86655045
gopro,292,GSAC0383.JPG,2022:08:13,13:19:22,2022:08:13 13:19:22,GoPro GoPro Max,GoPro,28.363775,75.586769,253.98,2022:08:13 7:49:16.00,292,2375,7.960195492,NE,57.95920563
gopro,293,GSAC0384.JPG,2022:08:13,13:19:24,2022:08:13 13:19:24,GoPro GoPro Max,GoPro,28.363813,75.586838,253.53,2022:08:13 7:49:18.00,293,2376,7.206897633,NE,67.32457733
gopro,294,GSAC0385.JPG,2022:08:13,13:19:26,2022:08:13 13:19:26,GoPro GoPro Max,GoPro,28.363838,75.586906,253.72,2022:08:13 7:49:20.00,294,2377,6.112540012,E,77.39817047
gopro,295,GSAC0386.JPG,2022:08:13,13:19:28,2022:08:13 13:19:28,GoPro GoPro Max,GoPro,28.36385,75.586967,254.66,2022:08:13 7:49:22.00,295,2378,6.755851621,E,87.17131805
gopro,296,GSAC0387.JPG,2022:08:13,13:19:30,2022:08:13 13:19:30,GoPro GoPro Max,GoPro,28.363853,75.587036,255.65,2022:08:13 7:49:24.00,296,2379,9.682005562,E,90.6576767
gopro,297,GSAC0388.JPG,2022:08:13,13:19:32,2022:08:13 13:19:32,GoPro GoPro Max,GoPro,28.363852,75.587135,255.06,2022:08:13 7:49:26.00,297,2380,11.46357422,E,101.1798553
gopro,298,GSAC0389.JPG,2022:08:13,13:19:34,2022:08:13 13:19:34,GoPro GoPro Max,GoPro,28.363832,75.58725,254.49,2022:08:13 7:49:28.00,298,2381,11.79588682,SE,117.4934158
gopro,299,GSAC0390.JPG,2022:08:13,13:19:36,2022:08:13 13:19:36,GoPro GoPro Max,GoPro,28.363783,75.587357,254.08,2022:08:13 7:49:30.00,299,2382,11.16733345,SE,138.2771912
gopro,300,GSAC0391.JPG,2022:08:13,13:19:38,2022:08:13 13:19:38,GoPro GoPro Max,GoPro,28.363708,75.587433,253.86,2022:08:13 7:49:32.00,300,2383,9.03002797,SE,138.6538391
gopro,301,GSAC0392.JPG,2022:08:13,13:19:40,2022:08:13 13:19:40,GoPro GoPro Max,GoPro,28.363647,75.587494,253.65,2022:08:13 7:49:34.00,301,2384,8.239191598,SE,115.5709229
gopro,302,GSAC0393.JPG,2022:08:13,13:19:42,2022:08:13 13:19:42,GoPro GoPro Max,GoPro,28.363615,75.58757,253.69,2022:08:13 7:49:36.00,302,2385,7.485165381,E,83.1784668
gopro,303,GSAC0394.JPG,2022:08:13,13:19:44,2022:08:13 13:19:44,GoPro GoPro Max,GoPro,28.363623,75.587646,253.77,2022:08:13 7:49:38.00,303,2386,8.539602353,E,74.13978577
gopro,304,GSAC0395.JPG,2022:08:13,13:19:46,2022:08:13 13:19:46,GoPro GoPro Max,GoPro,28.363644,75.58773,253.81,2022:08:13 7:49:40.00,304,2387,7.55943354,E,95.0605011
gopro,305,GSAC0396.JPG,2022:08:13,13:19:48,2022:08:13 13:19:48,GoPro GoPro Max,GoPro,28.363638,75.587807,254.01,2022:08:13 7:49:42.00,305,2388,6.501163934,SE,145.1378784
gopro,306,GSAC0397.JPG,2022:08:13,13:19:50,2022:08:13 13:19:50,GoPro GoPro Max,GoPro,28.36359,75.587845,253.96,2022:08:13 7:49:44.00,306,2389,6.427614587,SW,208.1410828
gopro,307,GSAC0398.JPG,2022:08:13,13:19:52,2022:08:13 13:19:52,GoPro GoPro Max,GoPro,28.363539,75.587814,253.48,2022:08:13 7:49:46.00,307,2390,6.067942504,W,259.4468079
gopro,308,GSAC0399.JPG,2022:08:13,13:19:54,2022:08:13 13:19:54,GoPro GoPro Max,GoPro,28.363529,75.587753,252.97,2022:08:13 7:49:48.00,308,2391,7.12140149,NW,303.1062927
gopro,309,GSAC0403.JPG,2022:08:13,13:20:02,2022:08:13 13:20:02,GoPro GoPro Max,GoPro,28.363665,75.587807,254.01,2022:08:13 7:49:56.00,309,2395,9.146128202,E,76.6519165
gopro,310,GSAC0404.JPG,2022:08:13,13:20:04,2022:08:13 13:20:04,GoPro GoPro Max,GoPro,28.363684,75.587898,254.06,2022:08:13 7:49:58.00,310,2396,10.67463946,E,78.59117126
gopro,311,GSAC0405.JPG,2022:08:13,13:20:06,2022:08:13 13:20:06,GoPro GoPro Max,GoPro,28.363703,75.588005,254.92,2022:08:13 7:50:0.00,311,2397,10.77138744,E,76.27267456
gopro,312,GSAC0406.JPG,2022:08:13,13:20:08,2022:08:13 13:20:08,GoPro GoPro Max,GoPro,28.363726,75.588112,254.4,2022:08:13 7:50:2.00,312,2398,9.7582539,E,82.80335236
gopro,313,GSAC0407.JPG,2022:08:13,13:20:10,2022:08:13 13:20:10,GoPro GoPro Max,GoPro,28.363737,75.588211,254.04,2022:08:13 7:50:4.00,313,2399,8.214502769,E,90
gopro,314,GSAC0408.JPG,2022:08:13,13:20:12,2022:08:13 13:20:12,GoPro GoPro Max,GoPro,28.363737,75.588295,255.96,2022:08:13 7:50:6.00,314,2400,8.214502769,E,90
gopro,315,GSAC0409.JPG,2022:08:13,13:20:14,2022:08:13 13:20:14,GoPro GoPro Max,GoPro,28.363737,75.588379,256.32,2022:08:13 7:50:8.00,315,2401,8.998415167,E,81.47714996
gopro,316,GSAC0410.JPG,2022:08:13,13:20:16,2022:08:13 13:20:16,GoPro GoPro Max,GoPro,28.363749,75.58847,256.22,2022:08:13 7:50:10.00,316,2402,10.26230969,E,72.34892273
gopro,317,GSAC0411.JPG,2022:08:13,13:20:18,2022:08:13 13:20:18,GoPro GoPro Max,GoPro,28.363777,75.58857,255.9,2022:08:13 7:50:12.00,317,2403,6.780232955,NE,61.61898804
gopro,318,GSAC0412.JPG,2022:08:13,13:20:20,2022:08:13 13:20:20,GoPro GoPro Max,GoPro,28.363806,75.588631,255.74,2022:08:13 7:50:14.00,318,2404,6.77993275,NE,25.63969994
gopro,319,GSAC0413.JPG,2022:08:13,13:20:22,2022:08:13 13:20:22,GoPro GoPro Max,GoPro,28.363861,75.588661,255.88,2022:08:13 7:50:16.00,319,2405,9.146451547,N,4.906731129
gopro,320,GSAC0414.JPG,2022:08:13,13:20:24,2022:08:13 13:20:24,GoPro GoPro Max,GoPro,28.363943,75.588669,255.89,2022:08:13 7:50:18.00,320,2406,13.24311422,N,346.7668457
gopro,321,GSAC0415.JPG,2022:08:13,13:20:26,2022:08:13 13:20:26,GoPro GoPro Max,GoPro,28.364059,75.588638,256.3,2022:08:13 7:50:20.00,321,2407,13.7478782,N,353.875
gopro,322,GSAC0416.JPG,2022:08:13,13:20:28,2022:08:13 13:20:28,GoPro GoPro Max,GoPro,28.364182,75.588623,256.77,2022:08:13 7:50:22.00,322,2408,13.74355993,N,350.5809021
gopro,323,GSAC0417.JPG,2022:08:13,13:20:30,2022:08:13 13:20:30,GoPro GoPro Max,GoPro,28.364304,75.5886,257.25,2022:08:13 7:50:24.00,323,2409,15.39050242,N,351.5965881
gopro,324,GSAC0418.JPG,2022:08:13,13:20:32,2022:08:13 13:20:32,GoPro GoPro Max,GoPro,28.364441,75.588577,256.89,2022:08:13 7:50:26.00,324,2410,15.50533628,N,349.0934448
gopro,325,GSAC0419.JPG,2022:08:13,13:20:34,2022:08:13 13:20:34,GoPro GoPro Max,GoPro,28.364578,75.588547,257.43,2022:08:13 7:50:28.00,325,2411,14.18228512,N,350.8748474
gopro,326,GSAC0420.JPG,2022:08:13,13:20:36,2022:08:13 13:20:36,GoPro GoPro Max,GoPro,28.364704,75.588524,256.43,2022:08:13 7:50:30.00,326,2412,13.30521703,N,350.2676697
gopro,327,GSAC0421.JPG,2022:08:13,13:20:38,2022:08:13 13:20:38,GoPro GoPro Max,GoPro,28.364822,75.588501,256.81,2022:08:13 7:50:32.00,327,2413,13.41476367,N,350.3479309
gopro,328,GSAC0422.JPG,2022:08:13,13:20:40,2022:08:13 13:20:40,GoPro GoPro Max,GoPro,28.364941,75.588478,258.54,2022:08:13 7:50:34.00,328,2414,15.61041457,N,351.7158813
gopro,329,GSAC0423.JPG,2022:08:13,13:20:42,2022:08:13 13:20:42,GoPro GoPro Max,GoPro,28.36508,75.588455,258.17,2022:08:13 7:50:36.00,329,2415,17.04134396,N,352.4157715
gopro,330,GSAC0424.JPG,2022:08:13,13:20:44,2022:08:13 13:20:44,GoPro GoPro Max,GoPro,28.365232,75.588432,258.29,2022:08:13 7:50:38.00,330,2416,17.15151092,N,352.4647827
gopro,331,GSAC0425.JPG,2022:08:13,13:20:46,2022:08:13 13:20:46,GoPro GoPro Max,GoPro,28.365385,75.588409,258.54,2022:08:13 7:50:40.00,331,2417,16.03702475,N,352.2904663
gopro,332,GSAC0426.JPG,2022:08:13,13:20:48,2022:08:13 13:20:48,GoPro GoPro Max,GoPro,28.365528,75.588387,257.27,2022:08:13 7:50:42.00,332,2418,14.11003114,N,347.5934753
gopro,333,GSAC0427.JPG,2022:08:13,13:20:50,2022:08:13 13:20:50,GoPro GoPro Max,GoPro,28.365652,75.588356,256.07,2022:08:13 7:50:44.00,333,2419,10.03254707,N,355.5276489
gopro,334,GSAC0428.JPG,2022:08:13,13:20:52,2022:08:13 13:20:52,GoPro GoPro Max,GoPro,28.365742,75.588348,254.11,2022:08:13 7:50:46.00,334,2420,9.692800458,N,355.9502563
gopro,335,GSAC0429.JPG,2022:08:13,13:20:54,2022:08:13 13:20:54,GoPro GoPro Max,GoPro,28.365829,75.588341,254.41,2022:08:13 7:50:48.00,335,2421,10.47578403,N,355.7172241
gopro,336,GSAC0430.JPG,2022:08:13,13:20:56,2022:08:13 13:20:56,GoPro GoPro Max,GoPro,28.365923,75.588333,254.2,2022:08:13 7:50:50.00,336,2422,10.25176601,N,347.3266296
gopro,337,GSAC0431.JPG,2022:08:13,13:20:58,2022:08:13 13:20:58,GoPro GoPro Max,GoPro,28.366013,75.58831,253.77,2022:08:13 7:50:52.00,337,2423,12.24381528,N,356.7950439
gopro,338,GSAC0432.JPG,2022:08:13,13:21:00,2022:08:13 13:21:00,GoPro GoPro Max,GoPro,28.366123,75.588303,253.13,2022:08:13 7:50:54.00,338,2424,13.30521194,N,350.2677917
gopro,339,GSAC0433.JPG,2022:08:13,13:21:02,2022:08:13 13:21:02,GoPro GoPro Max,GoPro,28.366241,75.58828,253.28,2022:08:13 7:50:56.00,339,2425,11.66560617,N,348.8836365
gopro,340,GSAC0434.JPG,2022:08:13,13:21:04,2022:08:13 13:21:04,GoPro GoPro Max,GoPro,28.366344,75.588257,253.29,2022:08:13 7:50:58.00,340,2426,11.20971726,N,352.4810486
gopro,341,GSAC0435.JPG,2022:08:13,13:21:06,2022:08:13 13:21:06,GoPro GoPro Max,GoPro,28.366444,75.588242,252.86,2022:08:13 7:51:0.00,341,2427,11.25169466,N,356.013092
gopro,342,GSAC0436.JPG,2022:08:13,13:21:08,2022:08:13 13:21:08,GoPro GoPro Max,GoPro,28.366545,75.588234,252.11,2022:08:13 7:51:2.00,342,2428,8.70362865,N,354.8431091
gopro,343,GSAC0437.JPG,2022:08:13,13:21:10,2022:08:13 13:21:10,GoPro GoPro Max,GoPro,28.366623,75.588226,252.15,2022:08:13 7:51:4.00,343,2429,4.497727777,N,351.2459717
gopro,344,GSAC0438.JPG,2022:08:13,13:21:12,2022:08:13 13:21:12,GoPro GoPro Max,GoPro,28.366663,75.588219,252.26,2022:08:13 7:51:6.00,344,2430,3.858668459,N,348.3026733
gopro,345,GSAC0439.JPG,2022:08:13,13:21:14,2022:08:13 13:21:14,GoPro GoPro Max,GoPro,28.366697,75.588211,252.63,2022:08:13 7:51:8.00,345,2431,1.546124231,NW,329.6033936
gopro,346,GSAC0476.JPG,2022:08:13,13:22:28,2022:08:13 13:22:28,GoPro GoPro Max,GoPro,28.365532,75.588463,244.96,2022:08:13 7:52:22.00,346,2468,8.33742155,SE,116.9492798
gopro,347,GSAC0477.JPG,2022:08:13,13:22:30,2022:08:13 13:22:30,GoPro GoPro Max,GoPro,28.365498,75.588539,245.89,2022:08:13 7:52:24.00,347,2469,8.741025141,SE,129.4718933
gopro,348,GSAC0478.JPG,2022:08:13,13:22:32,2022:08:13 13:22:32,GoPro GoPro Max,GoPro,28.365448,75.588608,245.91,2022:08:13 7:52:26.00,348,2470,7.386694719,SE,156.5991974
gopro,349,GSAC0479.JPG,2022:08:13,13:22:34,2022:08:13 13:22:34,GoPro GoPro Max,GoPro,28.365387,75.588638,246.05,2022:08:13 7:52:28.00,349,2471,6.931902779,S,198.9332886
gopro,350,GSAC0480.JPG,2022:08:13,13:22:36,2022:08:13 13:22:36,GoPro GoPro Max,GoPro,28.365328,75.588615,246.12,2022:08:13 7:52:30.00,350,2472,6.745282907,SW,220.7221069
gopro,351,GSAC0481.JPG,2022:08:13,13:22:38,2022:08:13 13:22:38,GoPro GoPro Max,GoPro,28.365282,75.58857,246.02,2022:08:13 7:52:32.00,351,2473,5.067721574,SW,242.5791779
gopro,352,GSAC0482.JPG,2022:08:13,13:22:40,2022:08:13 13:22:40,GoPro GoPro Max,GoPro,28.365261,75.588524,246.31,2022:08:13 7:52:34.00,352,2474,4.168718969,SW,243.0507813
gopro,353,GSAC0491.JPG,2022:08:13,13:22:58,2022:08:13 13:22:58,GoPro GoPro Max,GoPro,28.364927,75.588623,246.5,2022:08:13 7:52:52.00,353,2483,9.352791395,E,74.13959503
gopro,354,GSAC0492.JPG,2022:08:13,13:23:00,2022:08:13 13:23:00,GoPro GoPro Max,GoPro,28.36495,75.588715,247.41,2022:08:13 7:52:54.00,354,2484,12.20119277,E,77.90734863
gopro,355,GSAC0493.JPG,2022:08:13,13:23:02,2022:08:13 13:23:02,GoPro GoPro Max,GoPro,28.364973,75.588837,247.57,2022:08:13 7:52:56.00,355,2485,12.15656991,E,78.93173218
gopro,356,GSAC0494.JPG,2022:08:13,13:23:04,2022:08:13 13:23:04,GoPro GoPro Max,GoPro,28.364994,75.588959,247.65,2022:08:13 7:52:58.00,356,2486,13.52985801,E,81.97316742
gopro,357,GSAC0495.JPG,2022:08:13,13:23:06,2022:08:13 13:23:06,GoPro GoPro Max,GoPro,28.365011,75.589096,247.71,2022:08:13 7:53:0.00,357,2487,13.56267824,E,81.04335785
gopro,358,GSAC0496.JPG,2022:08:13,13:23:08,2022:08:13 13:23:08,GoPro GoPro Max,GoPro,28.36503,75.589233,248.22,2022:08:13 7:53:2.00,358,2488,13.65928244,E,81.10721588
gopro,359,GSAC0497.JPG,2022:08:13,13:23:10,2022:08:13 13:23:10,GoPro GoPro Max,GoPro,28.365049,75.589371,248.29,2022:08:13 7:53:4.00,359,2489,13.5626735,E,81.04335022
gopro,360,GSAC0498.JPG,2022:08:13,13:23:12,2022:08:13 13:23:12,GoPro GoPro Max,GoPro,28.365068,75.589508,248.5,2022:08:13 7:53:6.00,360,2490,12.86918322,E,81.05762482
gopro,361,GSAC0499.JPG,2022:08:13,13:23:14,2022:08:13 13:23:14,GoPro GoPro Max,GoPro,28.365086,75.589638,248.86,2022:08:13 7:53:8.00,361,2491,10.56284634,E,82.13872528
gopro,362,GSAC0500.JPG,2022:08:13,13:23:16,2022:08:13 13:23:16,GoPro GoPro Max,GoPro,28.365099,75.589745,249.22,2022:08:13 7:53:10.00,362,2492,4.422965853,E,95.76829529
gopro,363,GSAC0501.JPG,2022:08:13,13:23:18,2022:08:13 13:23:18,GoPro GoPro Max,GoPro,28.365095,75.58979,249.28,2022:08:13 7:53:12.00,363,2493,4.207831134,SE,147.6884613
gopro,364,GSAC0502.JPG,2022:08:13,13:23:20,2022:08:13 13:23:20,GoPro GoPro Max,GoPro,28.365063,75.589813,249.34,2022:08:13 7:53:14.00,364,2494,4.686876161,SW,208.6781616
gopro,365,GSAC0503.JPG,2022:08:13,13:23:22,2022:08:13 13:23:22,GoPro GoPro Max,GoPro,28.365026,75.58979,249.47,2022:08:13 7:53:16.00,365,2495,6.761188351,W,259.583252
gopro,366,GSAC0504.JPG,2022:08:13,13:23:24,2022:08:13 13:23:24,GoPro GoPro Max,GoPro,28.365015,75.589722,249.29,2022:08:13 7:53:18.00,366,2496,9.040550898,W,264.3562927
gopro,367,GSAC0505.JPG,2022:08:13,13:23:26,2022:08:13 13:23:26,GoPro GoPro Max,GoPro,28.365007,75.58963,248.93,2022:08:13 7:53:20.00,367,2497,12.88693492,W,260.569519
gopro,368,GSAC0506.JPG,2022:08:13,13:23:28,2022:08:13 13:23:28,GoPro GoPro Max,GoPro,28.364988,75.5895,248.49,2022:08:13 7:53:22.00,368,2498,12.79047827,W,260.4977417
gopro,369,GSAC0507.JPG,2022:08:13,13:23:30,2022:08:13 13:23:30,GoPro GoPro Max,GoPro,28.364969,75.589371,248.08,2022:08:13 7:53:24.00,369,2499,14.40817399,W,259.7814331
gopro,370,GSAC0508.JPG,2022:08:13,13:23:32,2022:08:13 13:23:32,GoPro GoPro Max,GoPro,28.364946,75.589226,247.81,2022:08:13 7:53:26.00,370,2500,13.6954154,W,260.1885071
gopro,371,GSAC0509.JPG,2022:08:13,13:23:34,2022:08:13 13:23:34,GoPro GoPro Max,GoPro,28.364925,75.589088,247.48,2022:08:13 7:53:28.00,371,2501,12.79048566,W,260.4977417
gopro,372,GSAC0510.JPG,2022:08:13,13:23:36,2022:08:13 13:23:36,GoPro GoPro Max,GoPro,28.364906,75.588959,247.08,2022:08:13 7:53:30.00,372,2502,11.33834298,W,262.6794739
gopro,373,GSAC0511.JPG,2022:08:13,13:23:38,2022:08:13 13:23:38,GoPro GoPro Max,GoPro,28.364893,75.588844,246.57,2022:08:13 7:53:32.00,373,2503,9.86389151,W,281.0422974
gopro,374,GSAC0512.JPG,2022:08:13,13:23:40,2022:08:13 13:23:40,GoPro GoPro Max,GoPro,28.36491,75.588745,246.44,2022:08:13 7:53:34.00,374,2504,7.435409805,W,271.7129822
gopro,375,GSAC0513.JPG,2022:08:13,13:23:42,2022:08:13 13:23:42,GoPro GoPro Max,GoPro,28.364912,75.588669,246.15,2022:08:13 7:53:36.00,375,2505,5.396367846,W,258.1154175
gopro,376,GSAC0528.JPG,2022:08:13,13:24:12,2022:08:13 13:24:12,GoPro GoPro Max,GoPro,28.363861,75.588715,246.14,2022:08:13 7:54:6.00,376,2520,3.621550208,S,169.1044769
gopro,377,GSAC0529.JPG,2022:08:13,13:24:14,2022:08:13 13:24:14,GoPro GoPro Max,GoPro,28.363829,75.588722,246.67,2022:08:13 7:54:8.00,377,2521,6.272445473,S,172.8350983
gopro,378,GSAC0530.JPG,2022:08:13,13:24:16,2022:08:13 13:24:16,GoPro GoPro Max,GoPro,28.363773,75.58873,246.99,2022:08:13 7:54:10.00,378,2522,8.252306505,S,175.2417603
gopro,379,GSAC0531.JPG,2022:08:13,13:24:18,2022:08:13 13:24:18,GoPro GoPro Max,GoPro,28.363699,75.588737,247.25,2022:08:13 7:54:12.00,379,2523,10.25415272,S,175.6244049
gopro,380,GSAC0532.JPG,2022:08:13,13:24:20,2022:08:13 13:24:20,GoPro GoPro Max,GoPro,28.363607,75.588745,247.11,2022:08:13 7:54:14.00,380,2524,11.0120793,S,168.2144318
gopro,381,GSAC0533.JPG,2022:08:13,13:24:22,2022:08:13 13:24:22,GoPro GoPro Max,GoPro,28.36351,75.588768,246.86,2022:08:13 7:54:16.00,381,2525,8.572565768,S,170.1474457
gopro,382,GSAC0534.JPG,2022:08:13,13:24:24,2022:08:13 13:24:24,GoPro GoPro Max,GoPro,28.363434,75.588783,246.79,2022:08:13 7:54:18.00,382,2526,7.35381278,S,162.1902618
gopro,383,GSAC0535.JPG,2022:08:13,13:24:26,2022:08:13 13:24:26,GoPro GoPro Max,GoPro,28.363371,75.588806,246.1,2022:08:13 7:54:20.00,383,2527,6.936020212,S,167.7904663
gopro,384,GSAC0536.JPG,2022:08:13,13:24:28,2022:08:13 13:24:28,GoPro GoPro Max,GoPro,28.36331,75.588821,246.29,2022:08:13 7:54:22.00,384,2528,4.542579885,SW,208.269104
gopro,385,GSAC0537.JPG,2022:08:13,13:24:30,2022:08:13 13:24:30,GoPro GoPro Max,GoPro,28.363274,75.588799,246.6,2022:08:13 7:54:24.00,385,2529,6.751316495,W,268.1133728
gopro,386,GSAC0538.JPG,2022:08:13,13:24:32,2022:08:13 13:24:32,GoPro GoPro Max,GoPro,28.363272,75.58873,246.46,2022:08:13 7:54:26.00,386,2530,8.214538761,W,270
gopro,387,GSAC0539.JPG,2022:08:13,13:24:34,2022:08:13 13:24:34,GoPro GoPro Max,GoPro,28.363272,75.588646,246.34,2022:08:13 7:54:28.00,387,2531,11.35321029,W,262.123291
gopro,388,GSAC0540.JPG,2022:08:13,13:24:36,2022:08:13 13:24:36,GoPro GoPro Max,GoPro,28.363258,75.588531,246.85,2022:08:13 7:54:30.00,388,2532,12.04653925,W,262.0458984
gopro,389,GSAC0541.JPG,2022:08:13,13:24:38,2022:08:13 13:24:38,GoPro GoPro Max,GoPro,28.363243,75.588409,247.05,2022:08:13 7:54:32.00,389,2533,12.67428138,W,264.4650574
gopro,390,GSAC0542.JPG,2022:08:13,13:24:40,2022:08:13 13:24:40,GoPro GoPro Max,GoPro,28.363232,75.58828,246.69,2022:08:13 7:54:34.00,390,2534,13.64277313,W,261.5684814
gopro,391,GSAC0543.JPG,2022:08:13,13:24:42,2022:08:13 13:24:42,GoPro GoPro Max,GoPro,28.363214,75.588142,246.62,2022:08:13 7:54:36.00,391,2535,10.49915536,W,260.8642273
gopro,392,GSAC0544.JPG,2022:08:13,13:24:44,2022:08:13 13:24:44,GoPro GoPro Max,GoPro,28.363199,75.588036,246.49,2022:08:13 7:54:38.00,392,2536,7.297265258,W,247.6207123
gopro,393,GSAC0545.JPG,2022:08:13,13:24:46,2022:08:13 13:24:46,GoPro GoPro Max,GoPro,28.363174,75.587967,246.04,2022:08:13 7:54:40.00,393,2537,6.045349376,SW,239.0204773
gopro,394,GSAC0546.JPG,2022:08:13,13:24:48,2022:08:13 13:24:48,GoPro GoPro Max,GoPro,28.363146,75.587914,246.21,2022:08:13 7:54:42.00,394,2538,4.50393099,W,267.1713257
gopro,395,GSAC0560.JPG,2022:08:13,13:25:16,2022:08:13 13:25:16,GoPro GoPro Max,GoPro,28.363319,75.588913,247.97,2022:08:13 7:55:10.00,395,2552,9.772834865,E,82.1569519
gopro,396,GSAC0561.JPG,2022:08:13,13:25:18,2022:08:13 13:25:18,GoPro GoPro Max,GoPro,28.363331,75.589012,247.8,2022:08:13 7:55:12.00,396,2553,6.015827349,E,82.57002258
gopro,397,GSAC0562.JPG,2022:08:13,13:25:20,2022:08:13 13:25:20,GoPro GoPro Max,GoPro,28.363338,75.589073,248.3,2022:08:13 7:55:14.00,397,2554,5.299448824,E,85.18820953
gopro,398,GSAC0563.JPG,2022:08:13,13:25:22,2022:08:13 13:25:22,GoPro GoPro Max,GoPro,28.363342,75.589127,248.24,2022:08:13 7:55:16.00,398,2555,9.805635668,E,80.87025452
gopro,399,GSAC0564.JPG,2022:08:13,13:25:24,2022:08:13 13:25:24,GoPro GoPro Max,GoPro,28.363356,75.589226,248.44,2022:08:13 7:55:18.00,399,2556,12.69763218,E,83.4667511
gopro,400,GSAC0565.JPG,2022:08:13,13:25:26,2022:08:13 13:25:26,GoPro GoPro Max,GoPro,28.363369,75.589355,248.82,2022:08:13 7:55:20.00,400,2557,12.88712625,E,80.569664
gopro,401,GSAC0566.JPG,2022:08:13,13:25:28,2022:08:13 13:25:28,GoPro GoPro Max,GoPro,28.363388,75.589485,249.05,2022:08:13 7:55:22.00,401,2558,12.85257654,E,81.54717255
gopro,402,GSAC0567.JPG,2022:08:13,13:25:30,2022:08:13 13:25:30,GoPro GoPro Max,GoPro,28.363405,75.589615,248.96,2022:08:13 7:55:24.00,402,2559,12.04652121,E,82.04587555
gopro,403,GSAC0568.JPG,2022:08:13,13:25:32,2022:08:13 13:25:32,GoPro GoPro Max,GoPro,28.36342,75.589737,249.25,2022:08:13 7:55:26.00,403,2560,10.61374867,E,80.35569763
gopro,404,GSAC0569.JPG,2022:08:13,13:25:34,2022:08:13 13:25:34,GoPro GoPro Max,GoPro,28.363436,75.589844,249.25,2022:08:13 7:55:28.00,404,2561,6.761285661,E,79.58341217
gopro,405,GSAC0570.JPG,2022:08:13,13:25:36,2022:08:13 13:25:36,GoPro GoPro Max,GoPro,28.363447,75.589912,249.59,2022:08:13 7:55:30.00,405,2562,0.782335736,E,90
gopro,406,GSAC0593.JPG,2022:08:13,13:26:22,2022:08:13 13:26:22,GoPro GoPro Max,GoPro,28.363375,75.588989,250.74,2022:08:13 7:56:16.00,406,2585,6.822823308,NE,26.38017273
gopro,407,GSAC0594.JPG,2022:08:13,13:26:24,2022:08:13 13:26:24,GoPro GoPro Max,GoPro,28.36343,75.58902,250.63,2022:08:13 7:56:18.00,407,2586,8.740487205,N,14.91186333
gopro,408,GSAC0595.JPG,2022:08:13,13:26:26,2022:08:13 13:26:26,GoPro GoPro Max,GoPro,28.363506,75.589043,250.72,2022:08:13 7:56:20.00,408,2587,10.5630593,N,351.4816284
gopro,409,GSAC0596.JPG,2022:08:13,13:26:28,2022:08:13 13:26:28,GoPro GoPro Max,GoPro,28.3636,75.589027,250.06,2022:08:13 7:56:22.00,409,2588,9.84148574,N,337.8152466
gopro,410,GSAC0597.JPG,2022:08:13,13:26:30,2022:08:13 13:26:30,GoPro GoPro Max,GoPro,28.363682,75.588989,249.66,2022:08:13 7:56:24.00,410,2589,8.135871931,NW,326.4329834
